18627,12408,1
12408,18627,1
18627,620292,0
18627,327747,0
18627,21685,1
21685,18627,1
18627,12417,0
18627,68118,0
18627,232087,1
232087,18627,1
18627,258232,0
18627,24067,0
18627,107986,1
107986,18627,1
18627,246735,0
18627,28193,0
18627,18770,1
18770,18627,1
18627,245944,0
18627,100042150,0
18627,56016,1
56016,18627,1
18627,237353,0
18627,258914,0
18627,12952,1
12952,18627,1
18627,18985,0
18627,16924,0
18627,241627,1
241627,18627,1
18627,14170,0
18627,117229,0
18627,13030,1
13030,18627,1
18627,387344,0
18627,52551,0
18627,72832,1
72832,18627,1
12408,620292,0
12408,327747,0
18627,74104,1
74104,18627,1
12408,12417,0
12408,68118,0
18627,20787,1
20787,18627,1
12408,258232,0
12408,24067,0
18627,380712,1
380712,18627,1
12408,246735,0
12408,28193,0
18627,329679,1
329679,18627,1
12408,245944,0
12408,100042150,0
18627,73671,1
73671,18627,1
12408,237353,0
12408,258914,0
18627,215001,1
215001,18627,1
12408,18985,0
12408,16924,0
18627,105501,1
105501,18627,1
12408,14170,0
12408,117229,0
12408,21685,1
21685,12408,1
12408,387344,0
12408,52551,0
12408,232087,1
232087,12408,1
21685,620292,0
21685,327747,0
12408,107986,1
107986,12408,1
21685,12417,0
21685,68118,0
12408,18770,1
18770,12408,1
21685,258232,0
21685,24067,0
12408,56016,1
56016,12408,1
21685,246735,0
21685,28193,0
12408,12952,1
12952,12408,1
21685,245944,0
21685,100042150,0
12408,241627,1
241627,12408,1
21685,237353,0
21685,258914,0
12408,13030,1
13030,12408,1
21685,18985,0
21685,16924,0
12408,72832,1
72832,12408,1
21685,14170,0
21685,117229,0
12408,74104,1
74104,12408,1
21685,387344,0
21685,52551,0
12408,20787,1
20787,12408,1
232087,620292,0
232087,327747,0
12408,380712,1
380712,12408,1
232087,12417,0
232087,68118,0
12408,329679,1
329679,12408,1
232087,258232,0
232087,24067,0
12408,73671,1
73671,12408,1
232087,246735,0
232087,28193,0
12408,215001,1
215001,12408,1
232087,245944,0
232087,100042150,0
12408,105501,1
105501,12408,1
232087,237353,0
232087,258914,0
21685,232087,1
232087,21685,1
232087,18985,0
232087,16924,0
21685,107986,1
107986,21685,1
232087,14170,0
232087,117229,0
21685,18770,1
18770,21685,1
232087,387344,0
232087,52551,0
21685,56016,1
56016,21685,1
107986,620292,0
107986,327747,0
21685,12952,1
12952,21685,1
107986,12417,0
107986,68118,0
21685,241627,1
241627,21685,1
107986,258232,0
107986,24067,0
21685,13030,1
13030,21685,1
107986,246735,0
107986,28193,0
21685,72832,1
72832,21685,1
107986,245944,0
107986,100042150,0
21685,74104,1
74104,21685,1
107986,237353,0
107986,258914,0
21685,20787,1
20787,21685,1
107986,18985,0
107986,16924,0
21685,380712,1
380712,21685,1
107986,14170,0
107986,117229,0
21685,329679,1
329679,21685,1
107986,387344,0
107986,52551,0
21685,73671,1
73671,21685,1
18770,620292,0
18770,327747,0
21685,215001,1
215001,21685,1
18770,12417,0
18770,68118,0
21685,105501,1
105501,21685,1
18770,258232,0
18770,24067,0
232087,107986,1
107986,232087,1
18770,246735,0
18770,28193,0
232087,18770,1
18770,232087,1
18770,245944,0
18770,100042150,0
232087,56016,1
56016,232087,1
18770,237353,0
18770,258914,0
232087,12952,1
12952,232087,1
18770,18985,0
18770,16924,0
232087,241627,1
241627,232087,1
18770,14170,0
18770,117229,0
232087,13030,1
13030,232087,1
18770,387344,0
18770,52551,0
232087,72832,1
72832,232087,1
56016,620292,0
56016,327747,0
232087,74104,1
74104,232087,1
56016,12417,0
56016,68118,0
232087,20787,1
20787,232087,1
56016,258232,0
56016,24067,0
232087,380712,1
380712,232087,1
56016,246735,0
56016,28193,0
232087,329679,1
329679,232087,1
56016,245944,0
56016,100042150,0
232087,73671,1
73671,232087,1
56016,237353,0
56016,258914,0
232087,215001,1
215001,232087,1
56016,18985,0
56016,16924,0
232087,105501,1
105501,232087,1
56016,14170,0
56016,117229,0
107986,18770,1
18770,107986,1
56016,387344,0
56016,52551,0
107986,56016,1
56016,107986,1
12952,620292,0
12952,327747,0
107986,12952,1
12952,107986,1
12952,12417,0
12952,68118,0
107986,241627,1
241627,107986,1
12952,258232,0
12952,24067,0
107986,13030,1
13030,107986,1
12952,246735,0
12952,28193,0
107986,72832,1
72832,107986,1
12952,245944,0
12952,100042150,0
107986,74104,1
74104,107986,1
12952,237353,0
12952,258914,0
107986,20787,1
