18627,12408,1
12408,18627,1
18627,68118,0
18627,258232,0
18627,21685,1
21685,18627,1
18627,24067,0
18627,246735,0
18627,232087,1
232087,18627,1
18627,28193,0
18627,245944,0
18627,107986,1
107986,18627,1
18627,100042150,0
18627,237353,0
18627,18770,1
18770,18627,1
18627,258914,0
18627,18985,0
18627,56016,1
56016,18627,1
18627,16924,0
18627,14170,0
18627,11475,1
11475,18627,1
18627,117229,0
18627,387344,0
18627,12952,1
12952,18627,1
18627,52551,0
18627,70349,0
18627,230899,1
230899,18627,1
18627,11652,0
18627,252864,0
18627,12954,1
12954,18627,1
18627,16641,0
18627,16985,0
18627,241627,1
241627,18627,1
18627,238257,0
18627,67310,0
18627,13030,1
13030,18627,1
18627,258622,0
18627,113855,0
18627,17476,1
17476,18627,1
18627,103710,0
18627,20539,0
18627,72832,1
72832,18627,1
18627,13138,0
12408,68118,0
18627,74104,1
74104,18627,1
12408,258232,0
12408,24067,0
18627,20787,1
20787,18627,1
12408,246735,0
12408,28193,0
18627,19660,1
19660,18627,1
12408,245944,0
12408,100042150,0
18627,238055,1
238055,18627,1
12408,237353,0
12408,258914,0
18627,380712,1
380712,18627,1
12408,18985,0
12408,16924,0
18627,329679,1
329679,18627,1
12408,14170,0
12408,117229,0
18627,73671,1
73671,18627,1
12408,387344,0
12408,52551,0
18627,56312,1
56312,18627,1
12408,70349,0
12408,11652,0
18627,215001,1
215001,18627,1
12408,252864,0
12408,16641,0
18627,11816,1
11816,18627,1
12408,16985,0
12408,238257,0
18627,105501,1
105501,18627,1
12408,67310,0
12408,258622,0
18627,66593,1
66593,18627,1
12408,113855,0
12408,103710,0
12408,21685,1
21685,12408,1
12408,20539,0
12408,13138,0
12408,232087,1
232087,12408,1
21685,68118,0
21685,258232,0
12408,107986,1
107986,12408,1
21685,24067,0
21685,246735,0
12408,18770,1
18770,12408,1
21685,28193,0
21685,245944,0
12408,56016,1
56016,12408,1
21685,100042150,0
21685,237353,0
12408,11475,1
11475,12408,1
21685,258914,0
21685,18985,0
12408,12952,1
12952,12408,1
21685,16924,0
21685,14170,0
12408,230899,1
230899,12408,1
21685,117229,0
21685,387344,0
12408,12954,1
12954,12408,1
21685,52551,0
21685,70349,0
12408,241627,1
241627,12408,1
21685,11652,0
21685,252864,0
12408,13030,1
13030,12408,1
21685,16641,0
21685,16985,0
12408,17476,1
17476,12408,1
21685,238257,0
21685,67310,0
12408,72832,1
72832,12408,1
21685,258622,0
21685,113855,0
12408,74104,1
74104,12408,1
21685,103710,0
21685,20539,0
12408,20787,1
20787,12408,1
21685,13138,0
232087,68118,0
12408,19660,1
19660,12408,1
232087,258232,0
232087,24067,0
12408,238055,1
238055,12408,1
232087,246735,0
232087,28193,0
12408,380712,1
380712,12408,1
232087,245944,0
232087,100042150,0
12408,329679,1
329679,12408,1
232087,237353,0
232087,258914,0
12408,73671,1
73671,12408,1
232087,18985,0
232087,16924,0
12408,56312,1
56312,12408,1
232087,14170,0
232087,117229,0
12408,215001,1
215001,12408,1
232087,387344,0
232087,52551,0
12408,11816,1
11816,12408,1
232087,70349,0
232087,11652,0
12408,105501,1
105501,12408,1
232087,252864,0
232087,16641,0
12408,66593,1
66593,12408,1
232087,16985,0
232087,238257,0
21685,232087,1
232087,21685,1
232087,67310,0
232087,258622,0
21685,107986,1
107986,21685,1
232087,113855,0
232087,103710,0
21685,18770,1
18770,21685,1
232087,20539,0
232087,13138,0
21685,56016,1
56016,21685,1
107986,68118,0
107986,258232,0
21685,11475,1
11475,21685,1
107986,24067,0
107986,246735,0
21685,12952,1
12952,21685,1
107986,28193,0
107986,245944,0
21685,230899,1
230899,21685,1
107986,100042150,0
107986,237353,0
21685,12954,1
12954,21685,1
107986,258914,0
107986,18985,0
21685,241627,1
241627,21685,1
107986,16924,0
107986,14170,0
21685,13030,1
13030,21685,1
107986,117229,0
107986,387344,0
21685,17476,1
17476,21685,1
107986,52551,0
107986,70349,0
21685,72832,1
72832,21685,1
107986,11652,0
107986,252864,0
21685,74104,1
74104,21685,1
107986,16641,0
107986,16985,0
21685,20787,1
20787,21685,1
107986,238257,0
107986,67310,0
21685,19660,1
19660,21685,1
107986,258622,0
107986,113855,0
21685,238055,1
238055,21685,1
107986,103710,0
107986,20539,0
21685,380712,1
380712,21685,1
107986,13138,0
18770,68118,0
21685,329679,1
329679,21685,1
18770,258232,0
18770,24067,0
21685,73671,1
